grade,gene,Gene description,Phenotype description
47,CCDC22,coiled-coil domain containing 22 ,3C syndrome
47,CDK13,cyclin dependent kinase 13 ,CONGENITAL HEART DEFECTS DYSMORPHIC FACIAL FEATURES AND INTELLECTUAL DEVELOPMENTAL DISORDER
47,C9orf40,chromosome 9 open reading frame 40 ,
47,ARHGAP30,Rho GTPase activating protein 30 ,
47,CDK4,cyclin dependent kinase 4 ,Dedifferentiated liposarcoma
47,C11orf91,chromosome 11 open reading frame 91 ,
47,AAGAB,alpha and gamma adaptin binding protein ,Punctate palmoplantar keratoderma type 1
47,NR1D2,nuclear receptor subfamily 1 group D member 2 ,
47,ZBED3,zinc finger BED-type containing 3 ,
47,TBL2,transducin beta like 2 ,Williams syndrome
47,DPP8,dipeptidyl peptidase 8 ,
47,FPR2,formyl peptide receptor 2 ,
47,DNAJC5G,DnaJ heat shock protein family (Hsp40) member C5 gamma ,
47,CHKA,choline kinase alpha ,
47,RILPL2,Rab interacting lysosomal protein like 2 ,
47,PHF21B,PHD finger protein 21B ,
47,ATN1,atrophin 1 ,Dentatorubral pallidoluysian atrophy
47,SLC44A5,solute carrier family 44 member 5 ,
47,SLC36A3,solute carrier family 36 member 3 ,
47,LGALS3BP,galectin 3 binding protein ,
47,HOXD9,homeobox D9 ,
47,IKZF5,IKAROS family zinc finger 5 ,
47,DIO1,iodothyronine deiodinase 1 ,
47,NCMAP,non-compact myelin associated protein ,
47,NAA30,"""N-alpha-acetyltransferase 30"," NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]"""
47,EEF1AKMT1,EEF1A lysine methyltransferase 1 ,
47,STAR,steroidogenic acute regulatory protein ,Classic congenital lipoid adrenal hyperplasia due to STAR deficency
47,TPD52,tumor protein D52 ,
47,RPS13,ribosomal protein S13 ,
47,TSC1,TSC complex subunit 1 ,Adult hepatocellular carcinoma
47,SCD,stearoyl-CoA desaturase ,
47,EBF1,EBF transcription factor 1 ,
47,PDE11A,phosphodiesterase 11A ,Primary pigmented nodular adrenocortical disease
47,RAB27B,"""RAB27B"," member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]"""
47,CCDC15,coiled-coil domain containing 15 ,
47,ATRIP,ATR interacting protein ,Seckel syndrome
47,FSTL5,follistatin like 5 ,
46,BMP2,bone morphogenetic protein 2 ,20p12.3  microdeletion syndrome
46,FBXO11,F-box protein 11 ,INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES
46,VSX1,visual system homeobox 1 ,NON RARE IN EUROPE: Isolated keratoconus
46,PLEKHD1,pleckstrin homology and coiled-coil domain containing D1 ,
46,AACS,acetoacetyl-CoA synthetase ,
46,SOX18,SRY-box transcription factor 18 ,HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME
46,PODN,podocan ,
46,GPX2,glutathione peroxidase 2 ,
46,SLC7A1,solute carrier family 7 member 1 ,
46,ZNF101,zinc finger protein 101 ,
46,CLPB,caseinolytic mitochondrial matrix peptidase chaperone subunit B ,3-methylglutaconic aciduria type 7
46,GIT2,GIT ArfGAP 2 ,
46,AP1S1,adaptor related protein complex 1 subunit sigma 1 ,MEDNIK syndrome
46,FCHSD2,FCH and double SH3 domains 2 ,
46,BTBD1,BTB domain containing 1 ,
46,FANCG,FA complementation group G ,Fanconi anemia
46,PKMYT1,"""protein kinase"," membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]"""
46,LDB3,LIM domain binding 3 ,Familial isolated arrhythmogenic ventricular dysplasia biventricular form
46,MIER1,MIER1 transcriptional regulator ,
46,PLA2R1,phospholipase A2 receptor 1 ,
46,YARS2,tyrosyl-tRNA synthetase 2 ,Mitochondrial myopathy and sideroblastic anemia
46,NEURL1B,neuralized E3 ubiquitin protein ligase 1B ,
46,GTPBP10,GTP binding protein 10 ,
46,SYNJ2,synaptojanin 2 ,
46,AKAP7,A-kinase anchoring protein 7 ,
46,FBXO21,F-box protein 21 ,
46,C6,complement C6 ,Immunodeficiency due to a late component of complement deficiency
46,C10orf105,chromosome 10 open reading frame 105 ,
46,CSRNP3,cysteine and serine rich nuclear protein 3 ,
46,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C ,
46,HACD2,3-hydroxyacyl-CoA dehydratase 2 ,
46,ADSL,adenylosuccinate lyase ,Adenylosuccinate lyase deficiency
46,ELP6,elongator acetyltransferase complex subunit 6 ,
46,VGLL2,vestigial like family member 2 ,
46,,novel transcript,
46,TMEM132C,transmembrane protein 132C ,
46,PHF20L1,PHD finger protein 20 like 1 ,
46,ACVRL1,activin A receptor like type 1 ,HEREDITARY HEMORRHAGIC TELANGIECTASIA
46,NCBP1,nuclear cap binding protein subunit 1 ,
46,MXD3,MAX dimerization protein 3 ,
46,ZNF446,zinc finger protein 446 ,
46,CDC7,cell division cycle 7 ,
46,TNNI3K,TNNI3 interacting kinase ,Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease
46,TRIM39,tripartite motif containing 39 ,
46,XRN1,5'-3' exoribonuclease 1 ,
46,TMEM59,transmembrane protein 59 ,
46,MOAP1,modulator of apoptosis 1 ,
46,BMERB1,bMERB domain containing 1 ,
46,CCT4,chaperonin containing TCP1 subunit 4 ,
46,SNX8,sorting nexin 8 ,
46,TPI1,triosephosphate isomerase 1 ,TRIOSEPHOSPHATE ISOMERASE DEFICIENCY
46,CMYA5,cardiomyopathy associated 5 ,
46,ZNF607,zinc finger protein 607 ,
46,SS18L2,SS18 like 2 ,
46,SYNM,synemin ,
46,GZMH,granzyme H ,
46,MID2,midline 2 ,X-linked non-syndromic intellectual disability
46,TGFBR3L,transforming growth factor beta receptor 3 like ,
46,CENPV,centromere protein V ,
46,NLRP12,NLR family pyrin domain containing 12 ,NLRP12-associated hereditary periodic fever syndrome
46,PTPN9,protein tyrosine phosphatase non-receptor type 9 ,
46,NACC1,nucleus accumbens associated 1 ,Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract
46,THOC1,THO complex 1 ,
46,SETD3,"""SET domain containing 3"," actin histidine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20493]"""
46,B3GAT1,"""beta-1","3-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:921]"""
46,FCGBP,Fc fragment of IgG binding protein ,
46,PICK1,protein interacting with PRKCA 1 ,Male infertility due to globozoospermia
46,PTER,phosphotriesterase related ,
46,CDH15,cadherin 15 ,Autosomal dominant non-syndromic intellectual disability
46,UGT1A4,UDP glucuronosyltransferase family 1 member A4 ,
46,TFPI2,tissue factor pathway inhibitor 2 ,
46,GPATCH3,G-patch domain containing 3 ,
46,EIF5,eukaryotic translation initiation factor 5 ,
46,DDIAS,DNA damage induced apoptosis suppressor ,
46,ALCAM,activated leukocyte cell adhesion molecule ,
46,ERICH3,glutamate rich 3 ,
46,FGF5,fibroblast growth factor 5 ,Familial isolated trichomegaly
46,GTF2IRD2,GTF2I repeat domain containing 2 ,
46,AGT,angiotensinogen ,NON RARE IN EUROPE: Essential hypertension
46,RHPN2,rhophilin Rho GTPase binding protein 2 ,
46,RIF1,replication timing regulatory factor 1 ,
46,UBE2G1,ubiquitin conjugating enzyme E2 G1 ,
46,TTLL1,tubulin tyrosine ligase like 1 ,
46,PLOD3,"""procollagen-lysine","2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]"""
46,TEX2,testis expressed 2 ,
46,ABHD10,"""abhydrolase domain containing 10"," depalmitoylase [Source:HGNC Symbol;Acc:HGNC:25656]"""
46,RFC3,replication factor C subunit 3 ,
46,ZSWIM5,zinc finger SWIM-type containing 5 ,
46,NAALADL2,N-acetylated alpha-linked acidic dipeptidase like 2 ,
46,KRT6C,keratin 6C ,Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering
46,FBN1,fibrillin 1 ,ACROMICRIC DYSPLASIA
46,MARK3,microtubule affinity regulating kinase 3 ,VISUAL IMPAIRMENT AND PROGRESSIVE PHTHISIS BULBI
46,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13 ,Differentiated thyroid carcinoma
46,ABCA3,ATP binding cassette subfamily A member 3 ,Idiopathic pulmonary fibrosis
46,BICD2,BICD cargo adaptor 2 ,BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy
46,DUOX2,dual oxidase 2 ,Familial thyroid dyshormonogenesis
46,TMEM39B,transmembrane protein 39B ,
46,EPB41L5,erythrocyte membrane protein band 4.1 like 5 ,
46,VAMP2,vesicle associated membrane protein 2 ,NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND AUTISTIC FEATURES WITH OR WITHOUT HYPERKINETIC MOVEMENTS
46,P4HA1,prolyl 4-hydroxylase subunit alpha 1 ,
46,ZNF385A,zinc finger protein 385A ,
46,TEC,tec protein tyrosine kinase ,
46,,novel protein,
46,CPLX1,complexin 1 ,Familial infantile myoclonic epilepsy
46,FAM207A,family with sequence similarity 207 member A ,
46,SLC16A4,solute carrier family 16 member 4 ,
46,FFAR2,free fatty acid receptor 2 ,
46,C14orf39,chromosome 14 open reading frame 39 ,
46,TGM6,transglutaminase 6 ,Inherited acute myeloid leukemia
46,ST6GALNAC1,"""ST6 N-acetylgalactosaminide alpha-2","6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23614]"""
46,VARS1,valyl-tRNA synthetase 1 ,NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY SEIZURES AND CORTICAL ATROPHY
46,RPTN,repetin ,
46,ADAM23,ADAM metallopeptidase domain 23 ,
46,SMIM14,small integral membrane protein 14 ,
46,ASIC4,acid sensing ion channel subunit family member 4 ,
46,ZCCHC14,zinc finger CCHC-type containing 14 ,
46,GLIPR2,GLI pathogenesis related 2 ,
46,TUBG2,tubulin gamma 2 ,
46,TIMP3,TIMP metallopeptidase inhibitor 3 ,Sorsby pseudoinflammatory fundus dystrophy
46,SHROOM3,shroom family member 3 ,Neural tube defect
46,EHD4,EH domain containing 4 ,
46,FATE1,fetal and adult testis expressed 1 ,
46,KIF26A,kinesin family member 26A ,
46,PPP2R3B,protein phosphatase 2 regulatory subunit B''beta ,
46,SLC4A7,solute carrier family 4 member 7 ,
46,SLC25A32,solute carrier family 25 member 32 ,Multiple acyl-CoA dehydrogenase deficiency mild type
46,CTBS,chitobiase ,
46,AKAP11,A-kinase anchoring protein 11 ,
46,,novel protein,
46,DUSP22,dual specificity phosphatase 22 ,
46,FCGR1A,Fc fragment of IgG receptor Ia ,
46,ZCCHC8,zinc finger CCHC-type containing 8 ,PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE TELOMERE-RELATED 5
46,C5orf63,chromosome 5 open reading frame 63 ,
46,GPR180,G protein-coupled receptor 180 ,
46,ENOX2,ecto-NOX disulfide-thiol exchanger 2 ,
46,ELMOD2,ELMO domain containing 2 ,
46,GIMAP5,"""GTPase"," IMAP family member 5 [Source:HGNC Symbol;Acc:HGNC:18005]"""
46,KLHL26,kelch like family member 26 ,
46,FPGS,folylpolyglutamate synthase ,
46,ITM2A,integral membrane protein 2A ,NON RARE IN EUROPE: Hypodontia
46,RGPD5,RANBP2 like and GRIP domain containing 5 ,
46,C2,complement C2 ,Immunodeficiency due to a classical component pathway complement deficiency
46,TOR1AIP2,torsin 1A interacting protein 2 ,
46,PLA2G6,phospholipase A2 group VI ,Adult-onset dystonia-parkinsonism
46,ZNF436,zinc finger protein 436 ,
46,ESR2,estrogen receptor 2 ,Familial medullary thyroid carcinoma
46,TRIQK,triple QxxK/R motif containing ,
46,ANKH,ANKH inorganic pyrophosphate transport regulator ,Craniometaphyseal dysplasia
46,ZNF460,zinc finger protein 460 ,
46,SAE1,SUMO1 activating enzyme subunit 1 ,
46,CYP2W1,cytochrome P450 family 2 subfamily W member 1 ,
46,ACP6,"""acid phosphatase 6"," lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]"""
46,TNPO2,transportin 2 ,
46,COA1,cytochrome c oxidase assembly factor 1 homolog ,
46,SVIP,small VCP interacting protein ,
46,C7orf50,chromosome 7 open reading frame 50 ,
46,RGPD6,RANBP2 like and GRIP domain containing 6 ,
46,POLD4,"""DNA polymerase delta 4"," accessory subunit [Source:HGNC Symbol;Acc:HGNC:14106]"""
46,AP2S1,adaptor related protein complex 2 subunit sigma 1 ,Familial hypocalciuric hypercalcemia type 3
46,SLC8A2,solute carrier family 8 member A2 ,
46,GYG1,glycogenin 1 ,Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency
46,PNPLA2,patatin like phospholipase domain containing 2 ,Neutral lipid storage myopathy
46,TIMM23B,translocase of inner mitochondrial membrane 23 homolog B ,
46,CTU1,cytosolic thiouridylase subunit 1 ,
46,POP4,"""POP4 homolog"," ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]"""
46,A4GNT,"""alpha-1","4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:17968]"""
46,PI4KA,phosphatidylinositol 4-kinase alpha ,Bilateral perisylvian polymicrogyria
46,RAPGEF1,Rap guanine nucleotide exchange factor 1 ,
46,ARHGAP44,Rho GTPase activating protein 44 ,
46,SAR1A,secretion associated Ras related GTPase 1A ,
46,CMC2,C-X9-C motif containing 2 ,
46,SHMT1,serine hydroxymethyltransferase 1 ,
46,ZNF780A,zinc finger protein 780A ,
46,EXOC6B,exocyst complex component 6B ,Spondyloepimetaphyseal dysplasia with joint laxity
46,EMC9,ER membrane protein complex subunit 9 ,
46,ZNF490,zinc finger protein 490 ,
46,SLC22A6,solute carrier family 22 member 6 ,
46,CBLIF,cobalamin binding intrinsic factor ,Congenital intrinsic factor deficiency
46,CFAP126,cilia and flagella associated protein 126 ,
46,RASAL1,RAS protein activator like 1 ,
46,RFFL,ring finger and FYVE like domain containing E3 ubiquitin protein ligase ,
46,TFDP3,transcription factor Dp family member 3 ,
46,SIRPB1,signal regulatory protein beta 1 ,
46,CNPY4,canopy FGF signaling regulator 4 ,
46,GLYATL2,glycine-N-acyltransferase like 2 ,
46,LCA5,lebercilin LCA5 ,Leber congenital amaurosis
46,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1 ,
46,SF1,splicing factor 1 ,
46,JADE1,jade family PHD finger 1 ,
46,TTC3,tetratricopeptide repeat domain 3 ,
46,PRPH2,peripherin 2 ,Adult-onset foveomacular vitelliform dystrophy
46,CD200,CD200 molecule ,
46,FGFBP3,fibroblast growth factor binding protein 3 ,
46,SLC25A36,solute carrier family 25 member 36 ,
46,WDR1,WD repeat domain 1 ,PERIODIC FEVER IMMUNODEFICIENCY AND THROMBOCYTOPENIA SYNDROME
46,LRP5,LDL receptor related protein 5 ,Autosomal dominant osteopetrosis type 1
46,BROX,BRO1 domain and CAAX motif containing ,
46,KAZALD1,Kazal type serine peptidase inhibitor domain 1 ,
46,KIDINS220,kinase D interacting substrate 220 ,Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome
46,CABLES2,Cdk5 and Abl enzyme substrate 2 ,
46,TRPC6,transient receptor potential cation channel subfamily C member 6 ,Genetic steroid-resistant nephrotic syndrome
46,ITGAV,integrin subunit alpha V ,
46,DCHS1,dachsous cadherin-related 1 ,Cerebro-facio-articular syndrome
46,HTR5A,5-hydroxytryptamine receptor 5A ,
46,MRPL49,mitochondrial ribosomal protein L49 ,
46,TLCD3B,TLC domain containing 3B ,
46,NXF5,nuclear RNA export factor 5 ,
46,CLDN18,claudin 18 ,
46,LYPD6,LY6/PLAUR domain containing 6 ,
46,MLIP,muscular LMNA interacting protein ,
46,CLK4,CDC like kinase 4 ,
46,ZNF681,zinc finger protein 681 ,
46,C4orf3,chromosome 4 open reading frame 3 ,
46,CKAP4,cytoskeleton associated protein 4 ,
46,CFAP251,cilia and flagella associated protein 251 ,Non-syndromic male infertility due to sperm motility disorder
46,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon ,
46,ARHGAP40,Rho GTPase activating protein 40 ,
46,ZNF506,zinc finger protein 506 ,
46,HSPB7,heat shock protein family B (small) member 7 ,
46,PRSS36,serine protease 36 ,
46,CADM2,cell adhesion molecule 2 ,
46,MFN2,mitofusin 2 ,Autosomal dominant Charcot-Marie-Tooth disease type 2A2
46,LSP1,lymphocyte specific protein 1 ,
46,HNF1A,HNF1 homeobox A ,Chromophobe renal cell carcinoma
46,SCAMP4,secretory carrier membrane protein 4 ,
46,P2RY6,pyrimidinergic receptor P2Y6 ,
46,LRATD1,LRAT domain containing 1 ,
46,CASZ1,castor zinc finger 1 ,
46,PRR36,proline rich 36 ,
46,RIMBP3,RIMS binding protein 3 ,
46,SH3BGR,SH3 domain binding glutamate rich protein ,
46,WDR72,WD repeat domain 72 ,Hypomaturation amelogenesis imperfecta
46,TUFM,"""Tu translation elongation factor"," mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]"""
46,SETD9,SET domain containing 9 ,
46,FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene) ,Immune thrombocytopenia
46,RPL13,ribosomal protein L13 ,SPONDYLOEPIMETAPHYSEAL DYSPLASIA ISIDOR-TOUTAIN TYPE
46,RPS6KL1,ribosomal protein S6 kinase like 1 ,
46,NSD1,nuclear receptor binding SET domain protein 1 ,5q35 microduplication syndrome
46,SEMA3D,semaphorin 3D ,Hirschsprung disease
46,RNF44,ring finger protein 44 ,
46,CD300LF,CD300 molecule like family member f ,
46,HES6,hes family bHLH transcription factor 6 ,
46,THSD7B,thrombospondin type 1 domain containing 7B ,
46,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide ,
46,MRPL50,mitochondrial ribosomal protein L50 ,
46,C12orf73,chromosome 12 open reading frame 73 ,
46,LDHA,lactate dehydrogenase A ,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency
46,CARTPT,CART prepropeptide ,OBESITY LEANNESS INCLUDED
46,CLCC1,chloride channel CLIC like 1 ,Retinitis pigmentosa 32
46,CD160,CD160 molecule ,
46,UBN2,ubinuclein 2 ,
46,SKIV2L,Ski2 like RNA helicase ,Syndromic diarrhea
46,,"""novel protein similar to transient receptor potential cation channel", subfamily C
46,GMNC,geminin coiled-coil domain containing ,
46,MYRF,myelin regulatory factor ,CARDIAC-UROGENITAL SYNDROME
46,PSME1,proteasome activator subunit 1 ,
46,FERMT1,fermitin family member 1 ,Kindler epidermolysis bullosa
46,ENTPD4,ectonucleoside triphosphate diphosphohydrolase 4 ,
46,ZNF793,zinc finger protein 793 ,
46,C9orf57,chromosome 9 open reading frame 57 ,
46,SPATA33,spermatogenesis associated 33 ,
46,SLC38A3,solute carrier family 38 member 3 ,
46,MS4A4E,membrane spanning 4-domains A4E ,
46,SNCG,synuclein gamma ,
46,BOD1L2,biorientation of chromosomes in cell division 1 like 2 ,
46,SLC25A12,solute carrier family 25 member 12 ,Epileptic encephalopathy with global cerebral demyelination
46,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase ,ALG1-CDG
46,CSNK1D,casein kinase 1 delta ,FAMILIAL ADVANCED SLEEP-PHASE SYNDROME
46,LBH,LBH regulator of WNT signaling pathway ,
46,UNC5CL,unc-5 family C-terminal like ,
46,YIPF2,Yip1 domain family member 2 ,
46,ANKRD29,ankyrin repeat domain 29 ,
46,MTF2,metal response element binding transcription factor 2 ,
46,COL6A3,collagen type VI alpha 3 chain ,BETHLEM MYOPATHY
46,MRPL32,mitochondrial ribosomal protein L32 ,
46,TJP1,tight junction protein 1 ,
46,OTUD4,OTU deubiquitinase 4 ,
46,CACNA1B,calcium voltage-gated channel subunit alpha1 B ,Undetermined early-onset epileptic encephalopathy
46,CDHR1,cadherin related family member 1 ,Cone rod dystrophy
46,GTF2F1,general transcription factor IIF subunit 1 ,
46,TRHR,thyrotropin releasing hormone receptor ,Resistance to thyrotropin-releasing hormone syndrome
46,KDM4C,lysine demethylase 4C ,
46,RPS27A,ribosomal protein S27a ,
46,ZACN,zinc activated ion channel ,
46,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3 ,3-Methylglutaconic aciduria type 3
46,GINS2,GINS complex subunit 2 ,
46,USP14,ubiquitin specific peptidase 14 ,
46,,novel MUSTN1-ITIH4 readthrough,
46,MMS22L,"""MMS22 like"," DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]"""
46,MACROD2,mono-ADP ribosylhydrolase 2 ,
46,SYN3,synapsin III ,
46,KIF3B,kinesin family member 3B ,RETINITIS PIGMENTOSA 89
46,MORN3,MORN repeat containing 3 ,
46,ZNF329,zinc finger protein 329 ,
46,NXF2,nuclear RNA export factor 2 ,
46,TMPRSS12,transmembrane serine protease 12 ,
46,BAG3,BAG cochaperone 3 ,Familial isolated dilated cardiomyopathy
46,ZDHHC19,zinc finger DHHC-type palmitoyltransferase 19 ,
46,PNPLA7,patatin like phospholipase domain containing 7 ,
46,EFHC1,EF-hand domain containing 1 ,Juvenile absence epilepsy
46,PSG3,pregnancy specific beta-1-glycoprotein 3 ,
46,ADGRE2,adhesion G protein-coupled receptor E2 ,VIBRATORY URTICARIA
46,PACS1,phosphofurin acidic cluster sorting protein 1 ,Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome
46,ATPSCKMT,ATP synthase c subunit lysine N-methyltransferase ,
46,C4BPA,complement component 4 binding protein alpha ,
46,JAK1,Janus kinase 1 ,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency
46,DAO,D-amino acid oxidase ,Amyotrophic lateral sclerosis
46,SLC26A5,solute carrier family 26 member 5 ,Autosomal recessive non-syndromic sensorineural deafness type DFNB
46,FUNDC2,FUN14 domain containing 2 ,
46,KLLN,"""killin"," p53 regulated DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:37212]"""
46,SNN,stannin ,
46,PRKCSH,protein kinase C substrate 80K-H ,Isolated polycystic liver disease
46,CILK1,ciliogenesis associated kinase 1 ,Endocrine-cerebro-osteodysplasia syndrome
46,MYCBP,MYC binding protein ,
46,RPS4Y1,ribosomal protein S4 Y-linked 1 ,
46,IFIT3,interferon induced protein with tetratricopeptide repeats 3 ,
46,MYO5C,myosin VC ,
46,FSTL4,follistatin like 4 ,
46,TRGC2,T cell receptor gamma constant 2 ,
46,PDLIM5,PDZ and LIM domain 5 ,
46,ATP5F1D,ATP synthase F1 subunit delta ,Isolated ATP synthase deficiency
46,CD5,CD5 molecule ,
